employee_id,full_name,job_title,department,business_unit,gender,ethnicity,age,hire_date,annual_salary,bonus_%,country,city,exit_date,latitude,longitude
E00769,Jose Kang,Engineering Manager,Engineering,Corporate,Male,Asian,57,4/25/1999,"$95,061 ",0.1,China,Shanghai,,31.2239286,121.147112
E00784,Ella Nguyen,Service Desk Analyst,IT,Corporate,Female,Asian,60,2/10/2004,"$90,258 ",0.0,China,Chongqing,,29.5548108,106.3837459
E00785,Hannah Hoang,Manager,Accounting,Speciality Products,Female,Asian,25,12/15/2021,"$114,893 ",0.06,China,Chengdu,,30.6584246,103.9107386
E00788,Emily Contreras,Analyst II,Sales,Manufacturing,Female,Latino,56,6/15/1992,"$59,591 ",0.0,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E00791,Thomas Padilla,System Administrator,Marketing,Research & Development,Male,Latino,57,7/26/2003,"$206,624 ",0.4,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E00810,Hunter Nunez,System Administrator,Human Resources,Corporate,Male,Latino,62,8/16/2002,"$234,594 ",0.33,United States,Seattle,,47.606209,-122.332069
E00813,Autumn Joseph,Enterprise Architect,IT,Corporate,Female,Black,39,5/9/2018,"$73,317 ",0.0,United States,Miami,,25.7823843,-80.3118592
E00816,Skylar Watson,Network Architect,IT,Speciality Products,Female,Caucasian,28,10/8/2021,"$64,475 ",0.0,United States,Phoenix,,33.6049778,-112.4546902
E00824,Everleigh Adams,Analyst II,Marketing,Manufacturing,Female,Caucasian,33,3/14/2020,"$68,846 ",0.0,United States,Chicago,,41.8336152,-87.8967698
E00825,Anna Molina,Senior Analyst,Accounting,Corporate,Female,Latino,41,6/12/2016,"$70,165 ",0.0,United States,Columbus,,39.9828348,-83.1556352
E00826,Rylee Bui,Analyst,Accounting,Corporate,Female,Asian,55,12/22/2011,"$54,733 ",0.0,China,Chongqing,,29.5548108,106.3837459
E00834,Vivian Guzman,Analyst II,Finance,Speciality Products,Female,Latino,53,2/9/2002,"$58,605 ",0.0,United States,Phoenix,,33.6049778,-112.4546902
E00836,Wesley King,Manager,Accounting,Manufacturing,Male,Caucasian,57,1/19/2019,"$101,577 ",0.05,United States,Chicago,,41.8336152,-87.8967698
E00836,Addison Roberts,Network Architect,IT,Manufacturing,Female,Caucasian,65,5/14/2018,"$60,985 ",0.0,United States,Seattle,,47.606209,-122.332069
E00842,John Vega,System Administrator,Finance,Corporate,Male,Latino,50,1/18/2004,"$247,939 ",0.35,Brazil,Rio de Janerio,,-22.9140457,-43.6107907
E00862,Levi Moreno,Systems Analyst,IT,Research & Development,Male,Latino,64,6/27/2020,"$40,316 ",0.0,Brazil,Manaus,,-3.0446589,-60.0495051
E00863,Lincoln Ramos,Operations Engineer,Engineering,Corporate,Male,Latino,59,9/10/2008,"$96,313 ",0.0,United States,Austin,,30.3076576,-97.9205502
E00864,Samantha Aguilar,Manager,Accounting,Speciality Products,Female,Latino,46,4/24/2010,"$102,636 ",0.06,United States,Seattle,,47.606209,-122.332069
E00869,Nova Lin,Cloud Infrastructure Architect,IT,Manufacturing,Female,Asian,33,10/21/2017,"$69,332 ",0.0,United States,Columbus,,39.9828348,-83.1556352
E00870,Evelyn Liang,Service Desk Analyst,IT,Speciality Products,Female,Asian,40,6/26/2013,"$69,096 ",0.0,United States,Seattle,,47.606209,-122.332069
E00874,Alexander Choi,Manager,Marketing,Research & Development,Male,Asian,55,9/18/1994,"$102,270 ",0.1,United States,Chicago,,41.8336152,-87.8967698
E00880,Grace Carter,Senior Manager,Human Resources,Speciality Products,Female,Black,25,3/17/2021,"$155,080 ",0.1,United States,Austin,,30.3076576,-97.9205502
E00884,Camila Silva,Senior Manager,Marketing,Speciality Products,Female,Latino,64,12/1/2003,"$154,828 ",0.13,United States,Seattle,,47.606209,-122.332069
E00900,Eleanor Delgado,Senior Analyst,Marketing,Manufacturing,Female,Latino,33,4/27/2014,"$75,869 ",0.0,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E00917,Skylar Bell,System Administrator,Engineering,Manufacturing,Female,Caucasian,30,3/6/2018,"$255,431 ",0.36,United States,Columbus,,39.9828348,-83.1556352
E00929,Allison Espinoza,Solutions Architect,IT,Speciality Products,Female,Latino,45,4/16/2020,"$66,958 ",0.0,United States,Miami,,25.7823843,-80.3118592
E00935,Joseph Martin,Analyst II,Marketing,Corporate,Male,Black,41,9/13/2016,"$64,847 ",0.0,United States,Miami,,25.7823843,-80.3118592
E00941,Sophie Ali,Analyst,Finance,Manufacturing,Female,Asian,55,3/28/2002,"$50,475 ",0.0,United States,Columbus,,39.9828348,-83.1556352
E00943,Elena Mendoza,Director,Sales,Speciality Products,Female,Latino,27,10/24/2018,"$154,973 ",0.29,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E00951,Everly Lin,Business Partner,Human Resources,Manufacturing,Female,Asian,25,3/15/2021,"$47,974 ",0.0,China,Chongqing,,29.5548108,106.3837459
E00952,Jaxon Powell,Field Engineer,Engineering,Research & Development,Male,Caucasian,59,3/29/1996,"$62,605 ",0.0,United States,Austin,,30.3076576,-97.9205502
E00952,Leilani Thao,Director,Human Resources,Speciality Products,Female,Asian,38,5/30/2007,"$198,562 ",0.22,United States,Seattle,,47.606209,-122.332069
E00955,Theodore Marquez,Development Engineer,Engineering,Speciality Products,Male,Latino,54,11/24/2012,"$94,407 ",0.0,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E00956,Eleanor Chau,Development Engineer,Engineering,Research & Development,Female,Asian,37,3/8/2020,"$80,659 ",0.0,United States,Phoenix,,33.6049778,-112.4546902
E00957,Genesis Perry,Senior Manager,Sales,Corporate,Female,Caucasian,46,7/18/2013,"$149,712 ",0.14,United States,Columbus,,39.9828348,-83.1556352
E00965,Jacob Khan,Computer Systems Manager,IT,Speciality Products,Male,Asian,53,2/9/2008,"$84,193 ",0.09,China,Shanghai,,31.2239286,121.147112
E00972,Amelia Salazar,Analyst II,Finance,Corporate,Female,Latino,26,4/23/2019,"$59,817 ",0.0,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E00972,Hazel Cortez,HRIS Analyst,Human Resources,Research & Development,Female,Latino,52,4/18/2021,"$50,548 ",0.0,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E00976,Zoe Rodriguez,Director,Human Resources,Speciality Products,Female,Latino,65,5/23/2004,"$153,938 ",0.2,United States,Phoenix,,33.6049778,-112.4546902
E00981,Miles Thao,System Administrator,IT,Corporate,Male,Asian,57,6/26/2003,"$63,318 ",0.0,United States,Columbus,,39.9828348,-83.1556352
E00994,Charlotte Baker,Analyst II,Sales,Manufacturing,Female,Caucasian,29,11/17/2016,"$60,930 ",0.0,United States,Austin,,30.3076576,-97.9205502
E01002,Elias Ali,Manager,Sales,Corporate,Male,Asian,28,3/19/2021,"$127,543 ",0.06,China,Shanghai,,31.2239286,121.147112
E01006,Autumn Leung,System Administrator,Finance,Research & Development,Female,Asian,25,11/15/2021,"$210,708 ",0.33,United States,Chicago,,41.8336152,-87.8967698
E01014,Lucas Phan,Director,Marketing,Research & Development,Male,Asian,49,2/19/1999,"$191,807 ",0.21,China,Chongqing,,29.5548108,106.3837459
E01019,Dominic Scott,Senior Analyst,Sales,Corporate,Male,Caucasian,45,3/16/2011,"$81,687 ",0.0,United States,Phoenix,,33.6049778,-112.4546902
E01037,Jeremiah Chu,IT Systems Architect,IT,Research & Development,Male,Asian,31,9/12/2020,"$96,567 ",0.0,China,Shanghai,,31.2239286,121.147112
E01052,Parker Vang,Analyst,Sales,Corporate,Male,Asian,40,12/17/2016,"$50,733 ",0.0,United States,Miami,,25.7823843,-80.3118592
E01052,Jaxson Dinh,Senior Manager,Marketing,Research & Development,Male,Asian,45,5/3/2001,"$147,752 ",0.12,China,Shanghai,12/26/2011,31.2239286,121.147112
E01064,Clara Kang,Senior Manager,IT,Manufacturing,Female,Asian,39,3/25/2017,"$135,325 ",0.14,United States,Phoenix,,33.6049778,-112.4546902
E01070,Grayson Brown,System Administrator,IT,Corporate,Male,Caucasian,38,6/22/2016,"$249,870 ",0.34,United States,Chicago,,41.8336152,-87.8967698
E01070,Leonardo Martin,Manager,Finance,Speciality Products,Male,Black,51,2/16/1995,"$125,375 ",0.09,United States,Chicago,,41.8336152,-87.8967698
E01075,Joshua Juarez,Analyst II,Finance,Manufacturing,Male,Latino,46,5/5/2015,"$64,364 ",0.0,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E01076,Sofia Vu,Senior Manager,Human Resources,Research & Development,Female,Asian,52,9/5/2017,"$140,042 ",0.13,United States,Austin,,30.3076576,-97.9205502
E01089,Nicholas Brooks,Analyst II,Accounting,Manufacturing,Male,Caucasian,43,10/20/2017,"$56,555 ",0.0,United States,Phoenix,,33.6049778,-112.4546902
E01090,Jacob Cheng,Quality Engineer,Engineering,Research & Development,Male,Asian,59,12/23/2009,"$78,006 ",0.0,United States,Miami,,25.7823843,-80.3118592
E01090,Ethan Mehta,Director,Sales,Research & Development,Male,Asian,49,7/20/2001,"$199,176 ",0.24,United States,Phoenix,,33.6049778,-112.4546902
E01091,Carter Reed,Development Engineer,Engineering,Manufacturing,Male,Black,40,7/7/2005,"$74,412 ",0.0,United States,Seattle,,47.606209,-122.332069
E01095,Isla Lai,System Administrator,Finance,Corporate,Female,Asian,37,12/6/2011,"$225,558 ",0.33,China,Shanghai,,31.2239286,121.147112
E01103,Lyla Alvarez,IT Systems Architect,IT,Research & Development,Female,Latino,55,8/30/1994,"$73,955 ",0.0,United States,Phoenix,,33.6049778,-112.4546902
E01108,Hannah Martinez,Manager,Marketing,Manufacturing,Female,Latino,65,9/7/2006,"$127,626 ",0.1,United States,Miami,,25.7823843,-80.3118592
E01111,Santiago f Moua,Senior Manager,Human Resources,Corporate,Male,Asian,45,5/7/2010,"$145,093 ",0.12,United States,Chicago,,41.8336152,-87.8967698
E01116,Jaxon Tran,Senior Manager,Sales,Manufacturing,Male,Asian,45,9/7/2007,"$151,027 ",0.1,China,Shanghai,,31.2239286,121.147112
E01118,Roman Yang,Manager,Human Resources,Manufacturing,Male,Asian,42,12/12/2009,"$114,242 ",0.08,United States,Phoenix,,33.6049778,-112.4546902
E01123,Madison Nelson,Director,Accounting,Corporate,Female,Caucasian,27,7/16/2021,"$161,759 ",0.16,United States,Miami,,25.7823843,-80.3118592
E01125,Joshua Yang,Network Engineer,IT,Manufacturing,Male,Asian,34,11/10/2018,"$61,944 ",0.0,China,Shanghai,,31.2239286,121.147112
E01132,Aiden Bryant,Account Representative,Sales,Manufacturing,Male,Black,47,10/21/2002,"$70,122 ",0.0,United States,Columbus,,39.9828348,-83.1556352
E01132,Gabriella Johnson,Computer Systems Manager,IT,Research & Development,Female,Caucasian,42,3/1/2006,"$97,433 ",0.05,United States,Seattle,8/8/2015,47.606209,-122.332069
E01141,Gianna Williams,Quality Engineer,Engineering,Research & Development,Female,Black,27,1/28/2021,"$95,786 ",0.0,United States,Chicago,,41.8336152,-87.8967698
E01148,Scarlett Kumar,Systems Analyst,IT,Corporate,Female,Asian,55,1/7/2009,"$47,032 ",0.0,United States,Columbus,,39.9828348,-83.1556352
E01150,Allison Leung,Senior Analyst,Sales,Research & Development,Female,Asian,62,5/18/2020,"$97,830 ",0.0,United States,Austin,,30.3076576,-97.9205502
E01167,Kinsley Collins,Automation Engineer,Engineering,Speciality Products,Female,Caucasian,28,11/14/2018,"$115,854 ",0.0,United States,Phoenix,,33.6049778,-112.4546902
E01188,Alexander James,Senior Manager,Human Resources,Manufacturing,Male,Caucasian,42,4/18/2013,"$131,179 ",0.15,United States,Columbus,,39.9828348,-83.1556352
E01193,Raelynn Lu,Director,Finance,Research & Development,Female,Asian,27,5/26/2020,"$153,628 ",0.29,China,Chongqing,12/12/2020,29.5548108,106.3837459
E01194,Ella Jenkins,Analyst II,Finance,Speciality Products,Female,Caucasian,52,12/20/2019,"$61,026 ",0.0,United States,Phoenix,,33.6049778,-112.4546902
E01194,Samantha Adams,Test Engineer,Engineering,Research & Development,Female,Caucasian,45,4/22/2013,"$61,773 ",0.0,United States,Seattle,,47.606209,-122.332069
E01209,Jayden Williams,Manager,Human Resources,Manufacturing,Male,Caucasian,64,12/26/1992,"$104,668 ",0.08,United States,Columbus,,39.9828348,-83.1556352
E01221,Eva Figueroa,Analyst II,Sales,Research & Development,Female,Latino,48,5/14/2014,"$61,216 ",0.0,United States,Seattle,,47.606209,-122.332069
E01225,Christian Fong,Manager,Sales,Research & Development,Male,Asian,49,8/10/2012,"$109,850 ",0.07,China,Beijing,2/4/2020,39.9384171,116.0678242
E01232,Samantha Foster,System Administrator,Human Resources,Research & Development,Female,Black,34,7/27/2019,"$220,937 ",0.38,United States,Austin,,30.3076576,-97.9205502
E01234,Jack Cheng,Director,Human Resources,Manufacturing,Male,Asian,42,1/16/2014,"$152,214 ",0.3,China,Beijing,,39.9384171,116.0678242
E01238,Eloise Griffin,Director,Sales,Manufacturing,Female,Caucasian,55,10/29/1995,"$153,271 ",0.15,United States,Austin,,30.3076576,-97.9205502
E01241,Hadley Guerrero,Senior Manager,IT,Research & Development,Female,Latino,49,1/14/2004,"$125,086 ",0.1,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E01242,Emery Doan,Controls Engineer,Engineering,Corporate,Female,Asian,25,6/23/2021,"$86,464 ",0.0,China,Shanghai,,31.2239286,121.147112
E01249,Samuel Bailey,System Administrator,Accounting,Speciality Products,Male,Caucasian,41,8/17/2013,"$235,619 ",0.3,United States,Seattle,,47.606209,-122.332069
E01249,Penelope Guerrero,System Administrator,IT,Speciality Products,Female,Latino,43,8/4/2009,"$208,415 ",0.35,United States,Seattle,,47.606209,-122.332069
E01258,Gabriel Brooks,Network Engineer,IT,Manufacturing,Male,Caucasian,29,12/10/2018,"$84,596 ",0.0,United States,Miami,,25.7823843,-80.3118592
E01261,Connor Simmons,Analyst II,Accounting,Speciality Products,Male,Caucasian,55,4/5/2007,"$52,310 ",0.0,United States,Miami,10/12/2018,25.7823843,-80.3118592
E01262,Ethan Mitchell,Manager,Finance,Manufacturing,Male,Asian,50,5/19/2018,"$106,437 ",0.07,China,Chongqing,,29.5548108,106.3837459
E01263,Adam Espinoza,Test Engineer,Engineering,Manufacturing,Male,Latino,36,4/9/2009,"$60,055 ",0.0,United States,Seattle,,47.606209,-122.332069
E01264,Hazel Alvarez,Business Partner,Human Resources,Research & Development,Female,Latino,62,4/19/2014,"$45,295 ",0.0,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E01268,Charlotte Wu,Senior Business Partner,Human Resources,Manufacturing,Female,Asian,63,5/2/2007,"$72,805 ",0.0,China,Shanghai,,31.2239286,121.147112
E01271,Luke Munoz,Director,Engineering,Speciality Products,Male,Latino,64,8/25/2017,"$169,509 ",0.18,Brazil,Manaus,,-3.0446589,-60.0495051
E01281,Isaac Mitchell,Network Architect,IT,Speciality Products,Male,Black,46,6/10/2005,"$67,374 ",0.0,United States,Austin,,30.3076576,-97.9205502
E01286,Mateo Mendez,Development Engineer,Engineering,Research & Development,Male,Latino,47,7/14/1998,"$99,091 ",0.0,United States,Austin,,30.3076576,-97.9205502
E01286,Liam Sanders,Senior Business Partner,Human Resources,Corporate,Male,Caucasian,46,2/20/2007,"$75,579 ",0.0,United States,Seattle,,47.606209,-122.332069
E01291,Thomas Aguilar,Senior Account Representative,Sales,Speciality Products,Male,Latino,45,2/10/2021,"$79,882 ",0.0,United States,Phoenix,,33.6049778,-112.4546902
E01300,Sadie Lee,Senior Manager,Marketing,Corporate,Female,Asian,65,10/24/2000,"$149,417 ",0.13,China,Chengdu,,30.6584246,103.9107386
E01309,Everleigh Jiang,Director,Accounting,Research & Development,Female,Asian,58,5/14/2003,"$173,071 ",0.29,United States,Columbus,,39.9828348,-83.1556352
E01337,Andrew Coleman,Director,Finance,Corporate,Male,Caucasian,41,5/15/2019,"$174,415 ",0.23,United States,Miami,,25.7823843,-80.3118592
E01338,Jaxson Coleman,Manager,Finance,Manufacturing,Male,Caucasian,32,4/15/2020,"$126,671 ",0.09,United States,Miami,,25.7823843,-80.3118592
E01339,Jeremiah Hernandez,Network Engineer,IT,Manufacturing,Male,Latino,26,4/14/2019,"$74,467 ",0.0,United States,Columbus,1/15/2021,39.9828348,-83.1556352
E01347,Aiden Gonzales,System Administrator,Marketing,Speciality Products,Male,Latino,44,3/28/2021,"$186,033 ",0.34,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E01350,Natalie Carter,Director,Finance,Corporate,Female,Caucasian,64,12/21/2012,"$153,253 ",0.24,United States,Austin,,30.3076576,-97.9205502
E01351,Leo Owens,Systems Analyst,IT,Corporate,Male,Caucasian,47,4/23/2020,"$50,069 ",0.0,United States,Seattle,,47.606209,-122.332069
E01357,Paisley Hunter,Engineering Manager,Engineering,Research & Development,Female,Caucasian,61,1/15/2010,"$98,110 ",0.13,United States,Chicago,,41.8336152,-87.8967698
E01361,Emma Hill,IT Coordinator,IT,Manufacturing,Female,Caucasian,54,12/27/2016,"$41,673 ",0.0,United States,Miami,,25.7823843,-80.3118592
E01363,Ayla Daniels,Technical Architect,IT,Corporate,Female,Caucasian,53,4/23/1997,"$78,153 ",0.0,United States,Miami,,25.7823843,-80.3118592
E01366,William Walker,Computer Systems Manager,IT,Research & Development,Male,Black,40,2/24/2019,"$95,899 ",0.1,United States,Columbus,3/8/2021,39.9828348,-83.1556352
E01371,Dominic Le,Vice President,Board Member,Strategy,Male,Asian,41,10/4/2014,"$257,194 ",0.35,China,Chongqing,,29.5548108,106.3837459
E01377,Grayson Luu,Quality Engineer,Engineering,Research & Development,Male,Asian,55,4/30/2011,"$89,419 ",0.0,China,Shanghai,,31.2239286,121.147112
E01378,Genesis Xiong,System Administrator,IT,Research & Development,Female,Asian,51,2/25/2012,"$64,170 ",0.0,United States,Columbus,,39.9828348,-83.1556352
E01387,Cora Zheng,Director,IT,Manufacturing,Female,Asian,27,1/3/2018,"$167,100 ",0.2,China,Chengdu,,30.6584246,103.9107386
E01388,Cooper Gupta,Business Partner,Human Resources,Speciality Products,Male,Asian,58,6/20/2014,"$41,728 ",0.0,China,Chongqing,,29.5548108,106.3837459
E01388,Ivy Soto,Field Engineer,Engineering,Research & Development,Female,Latino,50,10/23/1997,"$91,763 ",0.0,United States,Austin,,30.3076576,-97.9205502
E01396,Jack Vu,Analyst II,Accounting,Research & Development,Male,Asian,43,2/10/2014,"$58,875 ",0.0,China,Chengdu,,30.6584246,103.9107386
E01403,Xavier Park,System Administrator,IT,Research & Development,Male,Asian,40,11/8/2020,"$234,469 ",0.31,China,Chengdu,,30.6584246,103.9107386
E01407,Ellie Guerrero,Senior Manager,Human Resources,Corporate,Female,Latino,29,7/13/2020,"$141,555 ",0.11,Brazil,Manaus,,-3.0446589,-60.0495051
E01409,Jose Molina,Controls Engineer,Engineering,Manufacturing,Male,Latino,40,2/28/2008,"$113,987 ",0.0,Brazil,Manaus,,-3.0446589,-60.0495051
E01412,Eva Jenkins,Senior Manager,Human Resources,Manufacturing,Female,Black,55,11/10/2004,"$142,318 ",0.14,United States,Chicago,,41.8336152,-87.8967698
E01413,Isabella Nelson,Senior Account Representative,Sales,Speciality Products,Female,Black,60,7/30/1997,"$71,677 ",0.0,United States,Columbus,,39.9828348,-83.1556352
E01415,Henry Green,Senior Account Representative,Sales,Speciality Products,Male,Caucasian,32,2/3/2020,"$96,598 ",0.0,United States,Phoenix,,33.6049778,-112.4546902
E01416,Hudson Thompson,Analyst II,Accounting,Manufacturing,Male,Black,30,10/20/2020,"$67,753 ",0.0,United States,Phoenix,,33.6049778,-112.4546902
E01417,Leah Pena,Enterprise Architect,IT,Corporate,Female,Latino,57,1/3/1994,"$82,872 ",0.0,Brazil,Manaus,,-3.0446589,-60.0495051
E01422,Lydia Espinoza,Senior Manager,Marketing,Speciality Products,Female,Latino,29,5/15/2020,"$137,106 ",0.12,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E01423,James Castillo,System Administrator,IT,Manufacturing,Male,Latino,51,7/19/2001,"$247,874 ",0.33,Brazil,Manaus,,-3.0446589,-60.0495051
E01425,Anthony Rogers,System Administrator,Engineering,Corporate,Male,Caucasian,33,6/18/2015,"$205,314 ",0.3,United States,Columbus,,39.9828348,-83.1556352
E01427,Mia Cheng,Senior Manager,Sales,Manufacturing,Female,Asian,34,4/22/2015,"$154,941 ",0.13,United States,Phoenix,,33.6049778,-112.4546902
E01429,Dylan Wilson,Network Administrator,IT,Research & Development,Male,Caucasian,48,9/27/2006,"$76,505 ",0.0,United States,Seattle,4/8/2007,47.606209,-122.332069
E01432,Peyton Garza,Systems Analyst,IT,Manufacturing,Female,Latino,53,8/15/2004,"$44,735 ",0.0,Brazil,Manaus,,-3.0446589,-60.0495051
E01465,Hannah White,Senior Manager,Accounting,Corporate,Female,Caucasian,62,1/30/2009,"$150,555 ",0.13,United States,Phoenix,,33.6049778,-112.4546902
E01466,Connor Vang,Analyst,Sales,Speciality Products,Male,Asian,25,7/28/2021,"$46,845 ",0.0,United States,Miami,,25.7823843,-80.3118592
E01479,Serenity Bailey,IT Systems Architect,IT,Manufacturing,Female,Caucasian,55,11/21/2011,"$81,218 ",0.0,United States,Chicago,,41.8336152,-87.8967698
E01484,Anna Zhu,Service Desk Analyst,IT,Manufacturing,Female,Asian,48,8/22/2003,"$82,017 ",0.0,China,Beijing,,39.9384171,116.0678242
E01486,Mason Cho,System Administrator,Accounting,Research & Development,Male,Asian,59,5/18/2011,"$192,213 ",0.4,United States,Chicago,,41.8336152,-87.8967698
E01488,Stella Lai,Senior Analyst,Accounting,Manufacturing,Female,Asian,44,4/28/2021,"$98,520 ",0.0,United States,Miami,,25.7823843,-80.3118592
E01488,Penelope Griffin,Director,Sales,Manufacturing,Female,Caucasian,61,1/23/2021,"$151,783 ",0.26,United States,Seattle,,47.606209,-122.332069
E01496,Ava Ortiz,Enterprise Architect,IT,Manufacturing,Female,Latino,53,7/20/2004,"$65,702 ",0.0,United States,Columbus,,39.9828348,-83.1556352
E01499,Liam Jordan,Computer Systems Manager,IT,Manufacturing,Male,Caucasian,28,8/8/2020,"$73,255 ",0.09,United States,Phoenix,,33.6049778,-112.4546902
E01499,Jade Rojas,Director,Finance,Speciality Products,Female,Latino,37,1/28/2019,"$165,927 ",0.2,United States,Phoenix,,33.6049778,-112.4546902
E01499,Elias Zhang,Solutions Architect,IT,Research & Development,Male,Asian,54,7/13/2013,"$83,639 ",0.0,China,Beijing,,39.9384171,116.0678242
E01501,Hudson Liu,Engineering Manager,Engineering,Speciality Products,Male,Asian,34,11/16/2017,"$110,054 ",0.15,United States,Miami,,25.7823843,-80.3118592
E01508,Penelope Rodriguez,Engineering Manager,Engineering,Manufacturing,Female,Latino,49,3/12/2016,"$100,810 ",0.12,Brazil,Rio de Janerio,,-22.9140457,-43.6107907
E01516,Willow Mai,Business Partner,Human Resources,Manufacturing,Female,Asian,45,12/17/2003,"$48,345 ",0.0,China,Chengdu,,30.6584246,103.9107386
E01519,Anthony Marquez,System Administrator,IT,Speciality Products,Male,Latino,54,8/15/2009,"$241,083 ",0.39,United States,Columbus,,39.9828348,-83.1556352
E01524,Ian Miller,Computer Systems Manager,IT,Corporate,Male,Black,31,10/13/2016,"$63,744 ",0.08,United States,Austin,,30.3076576,-97.9205502
E01525,Charlotte Ruiz,Computer Systems Manager,IT,Manufacturing,Female,Latino,32,10/2/2017,"$61,886 ",0.09,Brazil,Rio de Janerio,,-22.9140457,-43.6107907
E01525,Jose Ross,Engineering Manager,Engineering,Research & Development,Male,Caucasian,53,4/8/1992,"$116,878 ",0.11,United States,Miami,,25.7823843,-80.3118592
E01533,Avery Bailey,Senior Analyst,Sales,Speciality Products,Female,Caucasian,49,5/15/1996,"$86,658 ",0.0,United States,Phoenix,,33.6049778,-112.4546902
E01540,Miles Salazar,IT Coordinator,IT,Manufacturing,Male,Latino,36,12/23/2010,"$53,215 ",0.0,Brazil,Sao Paulo,3/27/2014,-23.6820636,-46.9249441
E01546,Maria Hong,System Administrator,Finance,Speciality Products,Female,Asian,43,7/31/2005,"$249,686 ",0.31,China,Chongqing,,29.5548108,106.3837459
E01550,Ruby Barnes,Manager,IT,Corporate,Female,Caucasian,27,7/1/2020,"$119,746 ",0.1,United States,Phoenix,,33.6049778,-112.4546902
E01578,Anthony Hong,Senior Manager,IT,Research & Development,Male,Asian,37,11/29/2010,"$146,961 ",0.11,United States,Columbus,,39.9828348,-83.1556352
E01582,Elijah Coleman,Senior Manager,Sales,Research & Development,Male,Caucasian,53,10/19/2014,"$159,538 ",0.11,United States,Miami,,25.7823843,-80.3118592
E01584,Carter Mejia,Senior Manager,Human Resources,Research & Development,Male,Latino,29,5/9/2019,"$125,828 ",0.15,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E01584,Henry Zhu,System Administrator,Marketing,Speciality Products,Male,Asian,38,8/25/2021,"$255,230 ",0.36,United States,Austin,,30.3076576,-97.9205502
E01591,Paisley Trinh,Technical Architect,IT,Corporate,Female,Asian,57,5/4/1992,"$76,202 ",0.0,United States,Austin,12/18/1994,30.3076576,-97.9205502
E01611,Gabriella Zhu,Computer Systems Manager,IT,Speciality Products,Female,Asian,36,11/29/2014,"$88,730 ",0.08,China,Chongqing,,29.5548108,106.3837459
E01628,Jackson Perry,System Administrator,Marketing,Research & Development,Male,Caucasian,27,10/20/2019,"$256,420 ",0.3,United States,Phoenix,,33.6049778,-112.4546902
E01631,Leilani Yee,Senior Analyst,Marketing,Speciality Products,Female,Asian,47,7/12/2017,"$70,996 ",0.0,China,Chengdu,,30.6584246,103.9107386
E01633,Addison Do,Operations Engineer,Engineering,Manufacturing,Female,Asian,46,5/30/2001,"$90,678 ",0.0,United States,Columbus,,39.9828348,-83.1556352
E01636,Naomi Coleman,Manager,Marketing,Corporate,Female,Caucasian,29,11/2/2016,"$122,054 ",0.06,United States,Phoenix,,33.6049778,-112.4546902
E01638,Maria He,IT Systems Architect,IT,Corporate,Female,Asian,45,8/28/2010,"$82,162 ",0.0,China,Beijing,10/3/2020,39.9384171,116.0678242
E01638,Elizabeth Huang,Analyst,Finance,Speciality Products,Female,Asian,62,9/20/2002,"$49,738 ",0.0,China,Beijing,,39.9384171,116.0678242
E01639,Austin Vo,Senior Analyst,Finance,Manufacturing,Male,Asian,55,11/20/1995,"$95,409 ",0.0,United States,Phoenix,,33.6049778,-112.4546902
E01639,Everleigh Simmons,Analyst,Finance,Manufacturing,Female,Caucasian,55,4/16/2021,"$48,266 ",0.0,United States,Chicago,,41.8336152,-87.8967698
E01642,Mia Lam,Senior Manager,IT,Manufacturing,Female,Asian,49,4/18/2006,"$134,486 ",0.14,United States,Austin,,30.3076576,-97.9205502
E01649,Eva Alvarado,Computer Systems Manager,IT,Manufacturing,Female,Latino,46,4/24/2017,"$77,461 ",0.09,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E01652,Avery Dominguez,Senior Manager,Sales,Corporate,Female,Latino,27,9/13/2019,"$133,297 ",0.13,Brazil,Rio de Janerio,,-22.9140457,-43.6107907
E01668,Naomi Xi,Director,Finance,Corporate,Female,Asian,53,2/17/2002,"$179,494 ",0.2,China,Chongqing,,29.5548108,106.3837459
E01684,Jaxson Liang,Field Engineer,Engineering,Manufacturing,Male,Asian,64,3/3/2019,"$67,114 ",0.0,United States,Phoenix,,33.6049778,-112.4546902
E01687,Luke Mai,HRIS Analyst,Human Resources,Research & Development,Male,Asian,41,10/24/2007,"$51,630 ",0.0,China,Beijing,,39.9384171,116.0678242
E01706,Avery Sun,Operations Engineer,Engineering,Manufacturing,Female,Asian,45,3/11/2004,"$109,422 ",0.0,China,Chongqing,,29.5548108,106.3837459
